Gender,Age,Hometown,University,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Study_Habit,Stress_Level,Self_Study_Hrs,Tutoring_Hrs_Wk,AI_Tool_Usage,Social_Media_Hrs,Gaming_Hrs,Exercise_Days_Wk,Sleep_Hrs,Attendance_Rate,Commute_Time,Study_Group_Freq,Extracurricular,GPA,Performance_Tier
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Fair,Unemployed / Full-time student,Cramming,3–4 (Low),3 hours,1–3 hours,Always,3–4 hours,0 hours,3–4 days,7 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3.65,Fair / Average
Male,23,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,Yes,excellent,Excellent,Working part-time,Regular study,3–4 (Low),3 hours,0 hours,Often,1–2 hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Never,Yes,3.86,Outstanding / Excellent
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Often,1–2 hours,0 hours,3–4 days,8 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3,Fair / Average
Male,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,1–3 hours,Often,1–2 hours,3–4 hours,1–2 days,7 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,3.8,Very Good / Good
Male,17,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),5 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.67,Very Good / Good
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Sometimes,5+ hours,1–2 hours,1–2 days,7 hours,Below 60%,Under 15 minutes,Rarely (Before exams only),No,3.58,Fair / Average
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,0 hours,Always,3–4 hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.8,Very Good / Good
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,good,good,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3,Very Good / Good
Male,23,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Poor,good,Working part-time,Irregular study,1–2 (Very Low),4 hours,1–3 hours,Sometimes,3–4 hours,Less than 1 hour,0 days,5 hours,60%–74%,15–30 minutes,Rarely (Before exams only),Yes,1.9,At-Risk
Male,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,Average,Poor,Working part-time,Cramming,3–4 (Low),4 hours,7–9 hours,Always,3–4 hours,0 hours,1–2 days,5 hours,Below 60%,31–60 minutes,Never,No,1.42,At-Risk
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,excellent,good,Working full-time,Irregular study,7–8 (High),4 hours,0 hours,Sometimes,1–2 hours,1–2 hours,1–2 days,5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,1.75,At-Risk
Male,21,Phnom Penh (Urban),De Montfort University Cambodia,Year 3,Yes,Poor,good,Working part-time,Irregular study,7–8 (High),0 hours,0 hours,Rarely,5+ hours,3–4 hours,0 days,Less than 5 hours,60%–74%,15–30 minutes,Sometimes (Weekly),No,2.27,At-Risk
Female,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,good,Fair,Working part-time,Cramming,1–2 (Very Low),0 hours,0 hours,Often,3–4 hours,1–2 hours,5+ days,Less than 5 hours,60%–74%,31–60 minutes,Never,Yes,1.6,At-Risk
Male,19,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 3,No,good,Poor,Working full-time,Cramming,7–8 (High),3 hours,0 hours,Rarely,3–4 hours,1–2 hours,3–4 days,7 hours,Below 60%,31–60 minutes,Rarely (Before exams only),Yes,1.75,At-Risk
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Excellent,Working full-time,Cramming,7–8 (High),1 hour,0 hours,Never,5+ hours,1–2 hours,0 days,5 hours,90%–100%,15–30 minutes,Never,No,1.7,At-Risk
Female,19,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Average,Fair,Working part-time,Cramming,3–4 (Low),3 hours,0 hours,Sometimes,1–2 hours,3–4 hours,1–2 days,Less than 5 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,2.37,At-Risk
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Unemployed / Full-time student,Irregular study,7–8 (High),2 hours,0 hours,Sometimes,1–2 hours,3–4 hours,5+ days,6 hours,60%–74%,15–30 minutes,Sometimes (Weekly),No,1.95,At-Risk
Female,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Poor,Unemployed / Full-time student,Irregular study,1–2 (Very Low),0 hours,0 hours,Often,5+ hours,Less than 1 hour,1–2 days,Less than 5 hours,60%–74%,31–60 minutes,Rarely (Before exams only),No,1.5,At-Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,excellent,Fair,Working full-time,Irregular study,7–8 (High),1 hour,0 hours,Often,3–4 hours,3–4 hours,0 days,Less than 5 hours,75%–89%,Under 15 minutes,Frequently (Multiple times a week),No,1.45,At-Risk
Female,20,Phnom Penh (Urban),University of Puthisastra,Year 2,No,excellent,good,Unemployed / Full-time student,Cramming,9–10 (Very High),1 hour,0 hours,Often,5+ hours,3–4 hours,1–2 days,Less than 5 hours,75%–89%,More than 1 hour,Never,No,2.14,At-Risk
Female,21,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,good,good,Working full-time,Irregular study,7–8 (High),1 hour,1–3 hours,Often,5+ hours,3–4 hours,3–4 days,5 hours,60%–74%,Under 15 minutes,Rarely (Before exams only),Yes,1.63,At-Risk
Male,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,good,Fair,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,0 hours,Rarely,1–2 hours,1–2 hours,1–2 days,6 hours,75%–89%,More than 1 hour,Rarely (Before exams only),No,2.17,At-Risk
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,No,good,Fair,Working part-time,Cramming,5–6 (Moderate),1 hour,0 hours,Often,5+ hours,1–2 hours,5+ days,6 hours,75%–89%,31–60 minutes,Rarely (Before exams only),Yes,2.03,At-Risk
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,good,Working part-time,Regular study,7–8 (High),1 hour,0 hours,Often,3–4 hours,3–4 hours,1–2 days,Less than 5 hours,60%–74%,31–60 minutes,Rarely (Before exams only),No,1.28,At-Risk
Female,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,good,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),1 hour,4–6 hours,Sometimes,5+ hours,5+ hours,0 days,Less than 5 hours,Below 60%,Under 15 minutes,Never,No,1.74,At-Risk
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Poor,Fair,Working part-time,Irregular study,7–8 (High),3 hours,0 hours,Sometimes,5+ hours,3–4 hours,5+ days,5 hours,60%–74%,31–60 minutes,Rarely (Before exams only),No,2.47,At-Risk
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Average,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),0 hours,4–6 hours,Rarely,3–4 hours,5+ hours,5+ days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),No,1.55,At-Risk
Female,21,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,Poor,Fair,Working part-time,Irregular study,5–6 (Moderate),0 hours,0 hours,Always,5+ hours,Less than 1 hour,0 days,6 hours,Below 60%,31–60 minutes,Sometimes (Weekly),Yes,2.29,At-Risk
Male,24,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,No,excellent,good,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,0 hours,Always,1–2 hours,1–2 hours,0 days,5 hours,Below 60%,Under 15 minutes,Never,No,1.55,At-Risk
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,No,Poor,Excellent,Unemployed / Full-time student,Irregular study,1–2 (Very Low),3 hours,0 hours,Always,1–2 hours,3–4 hours,5+ days,5 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,1.59,At-Risk
Male,22,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),postgraduate education,No,Average,Fair,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,0 hours,Rarely,5+ hours,5+ hours,1–2 days,5 hours,60%–74%,31–60 minutes,Rarely (Before exams only),Yes,2.18,At-Risk
Female,22,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,10+ hours,Sometimes,5+ hours,1–2 hours,5+ days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,1.22,At-Risk
Male,22,Province (Rural / Semi-Urban),De Montfort University Cambodia,postgraduate education,No,good,good,Working full-time,Cramming,7–8 (High),0 hours,7–9 hours,Often,3–4 hours,3–4 hours,1–2 days,5 hours,Below 60%,31–60 minutes,Rarely (Before exams only),No,1.88,At-Risk
Male,22,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 4,Yes,Poor,Poor,Working full-time,Irregular study,7–8 (High),1 hour,0 hours,Never,3–4 hours,3–4 hours,1–2 days,5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,1.2,At-Risk
Male,21,Province (Rural / Semi-Urban),CamEd Business School,Year 1,No,Average,Poor,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Sometimes,1–2 hours,Less than 1 hour,0 days,Less than 5 hours,Below 60%,31–60 minutes,Never,No,1.65,At-Risk
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Poor,Poor,Unemployed / Full-time student,Regular study,3–4 (Low),1 hour,0 hours,Sometimes,5+ hours,3–4 hours,0 days,6 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,2.49,At-Risk
Male,19,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,Average,Fair,Working part-time,Cramming,7–8 (High),2 hours,0 hours,Sometimes,5+ hours,3–4 hours,1–2 days,5 hours,Below 60%,15–30 minutes,Rarely (Before exams only),Yes,1.61,At-Risk
Male,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Poor,good,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Often,5+ hours,3–4 hours,1–2 days,Less than 5 hours,60%–74%,15–30 minutes,Rarely (Before exams only),No,2.02,At-Risk
Male,24,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Poor,Poor,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,0 hours,Often,3–4 hours,5+ hours,0 days,5 hours,90%–100%,More than 1 hour,Sometimes (Weekly),No,1.98,At-Risk
Male,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,good,Poor,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,0 hours,Often,3–4 hours,3–4 hours,0 days,5 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,1.41,At-Risk
Male,24,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 2,No,good,Fair,Working part-time,Cramming,5–6 (Moderate),4 hours,1–3 hours,Always,1–2 hours,3–4 hours,5+ days,Less than 5 hours,Below 60%,31–60 minutes,Rarely (Before exams only),No,1.9,At-Risk
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,0 hours,Sometimes,3–4 hours,1–2 hours,1–2 days,5 hours,60%–74%,More than 1 hour,Rarely (Before exams only),No,2.28,At-Risk
Female,21,Phnom Penh (Urban),CamEd Business School,Year 3,Yes,Poor,good,Working part-time,Cramming,9–10 (Very High),2 hours,0 hours,Sometimes,3–4 hours,3–4 hours,0 days,6 hours,75%–89%,More than 1 hour,Rarely (Before exams only),No,1.99,At-Risk
Male,22,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Poor,good,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Sometimes,3–4 hours,5+ hours,1–2 days,5 hours,75%–89%,More than 1 hour,Never,No,1.5,At-Risk
Male,21,Phnom Penh (Urban),Paragon University,Year 4,No,Average,good,Working part-time,Cramming,7–8 (High),2 hours,0 hours,Often,5+ hours,5+ hours,1–2 days,Less than 5 hours,90%–100%,More than 1 hour,Never,No,1.78,At-Risk
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,good,Poor,Unemployed / Full-time student,Cramming,7–8 (High),3 hours,0 hours,Sometimes,5+ hours,1–2 hours,0 days,5 hours,Below 60%,Under 15 minutes,Rarely (Before exams only),No,1.35,At-Risk
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,No,Poor,Excellent,Unemployed / Full-time student,Cramming,3–4 (Low),6 hours,0 hours,Often,1–2 hours,3–4 hours,0 days,7 hours,60%–74%,Under 15 minutes,Never,No,1.8,At-Risk
Male,18,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Fair,Unemployed / Full-time student,Cramming,9–10 (Very High),4 hours,0 hours,Sometimes,5+ hours,1–2 hours,0 days,Less than 5 hours,75%–89%,31–60 minutes,Never,Yes,1.53,At-Risk
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Poor,Unemployed / Full-time student,Cramming,7–8 (High),3 hours,1–3 hours,Sometimes,5+ hours,Less than 1 hour,0 days,7 hours,Below 60%,Under 15 minutes,Never,Yes,2.41,At-Risk
Male,20,Phnom Penh (Urban),University of Puthisastra,Year 3,Yes,Poor,Fair,Working part-time,Cramming,7–8 (High),1 hour,0 hours,Often,3–4 hours,5+ hours,3–4 days,Less than 5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,2.3,At-Risk
Male,17,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Poor,good,Working full-time,Cramming,5–6 (Moderate),1 hour,0 hours,Always,1–2 hours,3–4 hours,0 days,6 hours,75%–89%,31–60 minutes,Never,Yes,1.33,At-Risk
Male,22,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,No,Poor,good,Working part-time,Cramming,7–8 (High),0 hours,0 hours,Often,1–2 hours,3–4 hours,0 days,5 hours,60%–74%,15–30 minutes,Sometimes (Weekly),No,2.06,At-Risk
Male,20,Province (Rural / Semi-Urban),CamEd Business School,Year 3,Yes,Poor,Poor,Working part-time,Regular study,7–8 (High),2 hours,0 hours,Always,1–2 hours,0 hours,1–2 days,5 hours,75%–89%,15–30 minutes,Never,No,1.68,At-Risk
Female,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Poor,Working full-time,Cramming,5–6 (Moderate),1 hour,1–3 hours,Often,5+ hours,3–4 hours,1–2 days,7 hours,60%–74%,31–60 minutes,Never,No,1.91,At-Risk
Female,17,Province (Rural / Semi-Urban),University of Puthisastra,Year 2,No,good,Poor,Working part-time,Cramming,9–10 (Very High),5 hours,4–6 hours,Often,5+ hours,3–4 hours,0 days,7 hours,Below 60%,31–60 minutes,Never,Yes,2,At-Risk
Male,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 1,Yes,Average,good,Unemployed / Full-time student,Irregular study,9–10 (Very High),2 hours,0 hours,Never,5+ hours,0 hours,3–4 days,5 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,1.9,At-Risk
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 4,No,good,Fair,Working part-time,Irregular study,5–6 (Moderate),0 hours,0 hours,Sometimes,3–4 hours,Less than 1 hour,0 days,Less than 5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,1.2,At-Risk
Male,23,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,good,Fair,Working part-time,Cramming,9–10 (Very High),1 hour,4–6 hours,Often,5+ hours,1–2 hours,0 days,Less than 5 hours,60%–74%,Under 15 minutes,Sometimes (Weekly),No,2.36,At-Risk
Male,24,Province (Rural / Semi-Urban),University of Puthisastra,postgraduate education,Yes,Average,good,Working part-time,Cramming,7–8 (High),1 hour,0 hours,Often,5+ hours,3–4 hours,0 days,7 hours,60%–74%,Under 15 minutes,Sometimes (Weekly),No,1.68,At-Risk
Female,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,Average,Poor,Working part-time,Cramming,3–4 (Low),1 hour,0 hours,Rarely,5+ hours,1–2 hours,1–2 days,6 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,1.35,At-Risk
Male,22,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 4,No,Average,good,Working part-time,Irregular study,7–8 (High),2 hours,0 hours,Always,5+ hours,0 hours,3–4 days,Less than 5 hours,60%–74%,31–60 minutes,Never,No,2.42,At-Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,No,Average,Poor,Working part-time,Cramming,7–8 (High),0 hours,1–3 hours,Often,5+ hours,1–2 hours,1–2 days,8 hours,Below 60%,More than 1 hour,Rarely (Before exams only),Yes,1.4,At-Risk
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,No,Poor,good,Working full-time,Irregular study,7–8 (High),0 hours,1–3 hours,Never,Less than 1 hour,1–2 hours,1–2 days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),No,1.8,At-Risk
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Poor,Fair,Working part-time,Cramming,9–10 (Very High),0 hours,0 hours,Always,3–4 hours,3–4 hours,1–2 days,5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,1.3,At-Risk
Male,17,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 4,Yes,excellent,Poor,Working full-time,Irregular study,7–8 (High),3 hours,1–3 hours,Often,1–2 hours,0 hours,5+ days,6 hours,75%–89%,31–60 minutes,Never,Yes,2,At-Risk
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 1,No,Poor,good,Unemployed / Full-time student,Cramming,1–2 (Very Low),0 hours,0 hours,Often,5+ hours,1–2 hours,1–2 days,7 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,1.87,At-Risk
Male,24,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,No,Average,Poor,Unemployed / Full-time student,Cramming,3–4 (Low),1 hour,0 hours,Rarely,3–4 hours,Less than 1 hour,1–2 days,6 hours,90%–100%,15–30 minutes,Never,Yes,2.1,At-Risk
Male,21,Phnom Penh (Urban),CamEd Business School,Year 1,Yes,Average,good,Working part-time,Irregular study,5–6 (Moderate),3 hours,0 hours,Always,5+ hours,3–4 hours,1–2 days,6 hours,75%–89%,31–60 minutes,Never,Yes,1.74,At-Risk
